./CroppedYale/yaleB19;0
./CroppedYale/yaleB21;0
./CroppedYale/yaleB07;0
./CroppedYale/yaleB32;0
./CroppedYale/yaleB39;0
./CroppedYale/yaleB22;0
./CroppedYale/yaleB26;0
./CroppedYale/yaleB38;0
./CroppedYale/yaleB31;0
./CroppedYale/yaleB25;0
./CroppedYale/yaleB06;0
./CroppedYale/yaleB37;0
./CroppedYale/yaleB01;0
./CroppedYale/yaleB24;0
./CroppedYale/yaleB09;0
./CroppedYale/yaleB18;0
./CroppedYale/yaleB02;0
./CroppedYale/yaleB16;0
./CroppedYale/yaleB17;0
./CroppedYale/yaleB34;0
./CroppedYale/yaleB27;0
./CroppedYale/yaleB13;0
./CroppedYale/yaleB35;0
./CroppedYale/yaleB03;0
./CroppedYale/yaleB05;0
./CroppedYale/yaleB30;0
./CroppedYale/yaleB28;0
./CroppedYale/yaleB29;0
./CroppedYale/yaleB12;0
./CroppedYale/yaleB11;0
./CroppedYale/yaleB08;0
./CroppedYale/yaleB10;0
./CroppedYale/yaleB20;0
./CroppedYale/yaleB23;0
./CroppedYale/yaleB33;0
./CroppedYale/yaleB36;0
./CroppedYale/yaleB04;0
./CroppedYale/yaleB15;0
./CroppedYale/yaleB19/yaleB19_P00A+110E+15.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+130E+20.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-010E-20.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+005E-10.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+050E-40.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+085E-20.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+035E+40.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+000E-35.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-110E-20.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-070E-35.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+085E+20.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+110E+40.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-020E-40.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-010E+00.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-015E+20.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-110E+65.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-020E-10.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+110E+65.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-005E+10.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+005E+10.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+060E-20.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+020E-10.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+000E+00.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-070E+45.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-120E+00.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+000E+20.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-095E+00.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+025E+00.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+035E-20.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-035E+15.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-110E+15.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+060E+20.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-005E-10.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+020E+10.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A+110E-20.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-050E+00.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-060E+20.pgm;1
./CroppedYale/yaleB19/yaleB19_P00A-085E-20.pgm;1
